TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName,GroupStore,Type,Age,Gender,Marital Status,Income
TR90300,57,2022-02-02,P3,7500,3,22500,12,Crackers,Prestasi Utama,Prestasi,General Trade,33,Pria,Married,650000
TR21207,190,2022-02-03,P5,4200,3,12600,13,Thai Tea,Buana,Buana,General Trade,34,Pria,Married,8850000
TR23935,131,2022-02-03,P5,4200,2,8400,5,Thai Tea,Bonafid,Gita,General Trade,25,Wanita,Single,7120000
TR32248,63,2022-02-03,P3,7500,1,7500,8,Crackers,Sinar Harapan,Harapan Baru,General Trade,58,Wanita,Married,10780000
TR40265,201,2022-02-03,P10,15000,3,45000,2,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,57,Wanita,Married,6870000
TR40627,101,2022-02-03,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,61,Pria,Married,5420000
TR59571,376,2022-02-03,P5,4200,5,21000,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,44,Wanita,Married,14650000
TR61442,268,2022-02-03,P4,12000,3,36000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,49,Pria,Single,5180000
TR67712,405,2022-02-03,P1,8800,4,35200,6,Choco Bar,Lingga,Lingga,Modern Trade,18,Wanita,Single,0
TR72053,28,2022-02-03,P3,7500,6,45000,12,Crackers,Prestasi Utama,Prestasi,General Trade,55,Wanita,Married,6080000
TR74533,257,2022-02-03,P3,7500,2,15000,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,60,Wanita,Married,4250000
TR80734,147,2022-02-03,P5,4200,5,21000,13,Thai Tea,Buana,Buana,General Trade,59,Pria,Married,8020000
TR96876,381,2022-02-03,P2,3200,4,12800,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,39,Wanita,Married,6920000
TR97709,189,2022-02-03,P3,7500,3,22500,10,Crackers,Harapan Baru,Harapan Baru,General Trade,59,Pria,Single,5150000
TR97763,406,2022-02-03,P1,8800,10,88000,3,Choco Bar,Prima Kota,Prima,Modern Trade,38,Pria,Married,8640000
TR16875,218,2022-02-04,P2,3200,5,16000,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,29,Wanita,Married,3520000
TR2859,226,2022-02-04,P1,8800,6,52800,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,18,Wanita,Single,0
TR29286,306,2022-02-04,P6,18000,2,36000,5,Cashew,Bonafid,Gita,General Trade,49,Wanita,Married,16520000
TR37417,53,2022-02-04,P9,10000,5,50000,8,Yoghurt,Sinar Harapan,Harapan Baru,General Trade,32,Wanita,Married,7360000
TR42721,128,2022-02-04,P4,12000,1,12000,14,Potato Chip,Priangan,Priangan,Modern Trade,0,Pria,Married,6770000
TR5327,128,2022-02-04,P8,16000,2,32000,13,Oat,Buana,Buana,General Trade,0,Pria,Married,6770000
TR56306,395,2022-02-04,P5,4200,4,16800,3,Thai Tea,Prima Kota,Prima,Modern Trade,28,Wanita,Married,3390000
TR57094,289,2022-02-04,P9,10000,2,20000,14,Yoghurt,Priangan,Priangan,Modern Trade,29,Wanita,Married,2370000
TR65344,54,2022-02-04,P3,7500,3,22500,1,Crackers,Prima Tendean,Prima,Modern Trade,42,Wanita,Single,9680000
TR65958,54,2022-02-04,P1,8800,3,26400,2,Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,42,Wanita,Single,9680000
TR70798,428,2022-02-04,P3,7500,4,30000,12,Crackers,Prestasi Utama,Prestasi,General Trade,60,Pria,Married,4490000
TR72427,66,2022-02-04,P10,15000,4,60000,13,Cheese Stick,Buana,Buana,General Trade,37,Pria,Married,3040000
TR74375,220,2022-02-04,P5,4200,5,21000,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,45,Wanita,Married,16350000
TR78838,205,2022-02-04,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,46,Wanita,Married,3830000
TR88072,60,2022-02-04,P8,16000,2,32000,13,Oat,Buana,Buana,General Trade,56,Wanita,Married,10610000
TR96454,379,2022-02-04,P2,3200,5,16000,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,48,Pria,Married,17740000
TR96549,252,2022-02-04,P5,4200,4,16800,3,Thai Tea,Prima Kota,Prima,Modern Trade,18,Pria,Single,0
TR10270,215,2022-02-05,P3,7500,2,15000,14,Crackers,Priangan,Priangan,Modern Trade,25,Wanita,Single,5540000
TR13539,360,2022-02-05,P6,18000,2,36000,6,Cashew,Lingga,Lingga,Modern Trade,54,Wanita,Married,35780000
TR32416,263,2022-02-05,P5,4200,3,12600,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,40,Pria,Married,10210000
TR3677,258,2022-02-05,P4,12000,2,24000,6,Potato Chip,Lingga,Lingga,Modern Trade,51,Wanita,Married,12570000
TR54480,417,2022-02-05,P1,8800,8,70400,4,Choco Bar,Gita Ginara,Gita,General Trade,47,Pria,Married,12750000
TR60591,363,2022-02-05,P4,12000,4,48000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,35,Wanita,Married,6050000
TR64239,43,2022-02-05,P9,10000,6,60000,8,Yoghurt,Sinar Harapan,Harapan Baru,General Trade,53,Wanita,Married,16640000
TR66377,156,2022-02-05,P5,4200,4,16800,8,Thai Tea,Sinar Harapan,Harapan Baru,General Trade,44,Wanita,Married,3870000
TR74879,28,2022-02-05,P5,4200,4,16800,4,Thai Tea,Gita Ginara,Gita,General Trade,55,Wanita,Married,6080000
TR80509,39,2022-02-05,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara,Gita,General Trade,66,Pria,Married,6190000
TR94902,127,2022-02-05,P10,15000,2,30000,9,Cheese Stick,Lingga,Lingga,Modern Trade,27,Wanita,Married,2070000
TR98495,347,2022-02-05,P6,18000,3,54000,2,Cashew,Prima Kelapa Dua,Prima,Modern Trade,26,Pria,Single,3690000
TR99046,122,2022-02-05,P8,16000,2,32000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,26,Pria,Single,140000
TR17748,92,2022-02-06,P6,18000,3,54000,1,Cashew,Prima Tendean,Prima,Modern Trade,60,Wanita,Married,10720000
TR21924,214,2022-02-06,P7,9400,5,47000,4,Coffee Candy,Gita Ginara,Gita,General Trade,52,Wanita,Married,13140000
TR23421,399,2022-02-06,P9,10000,2,20000,7,Yoghurt,Buana Indah,Buana,General Trade,52,Pria,Single,33770000
TR28621,63,2022-02-06,P8,16000,3,48000,9,Oat,Lingga,Lingga,Modern Trade,58,Wanita,Married,10780000
TR34922,380,2022-02-06,P8,16000,1,16000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,40,Wanita,Married,5770000
TR39097,400,2022-02-06,P1,8800,5,44000,10,Choco Bar,Harapan Baru,Harapan Baru,General Trade,23,Pria,Single,2790000
TR39263,157,2022-02-06,P8,16000,3,48000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,44,Wanita,Single,2520000
TR48375,193,2022-02-06,P2,3200,5,16000,7,Ginger Candy ,Buana Indah,Buana,General Trade,42,Wanita,Married,20640000
TR73408,346,2022-02-06,P3,7500,1,7500,14,Crackers,Priangan,Priangan,Modern Trade,62,Wanita,Married,5080000
TR82154,303,2022-02-06,P1,8800,7,61600,5,Choco Bar,Bonafid,Gita,General Trade,45,Wanita,Married,10340000
TR83612,435,2022-02-06,P5,4200,4,16800,5,Thai Tea,Bonafid,Gita,General Trade,29,Pria,Married,3610000
TR85850,56,2022-02-06,P8,16000,2,32000,6,Oat,Lingga,Lingga,Modern Trade,20,Pria,Single,10000
TR89135,72,2022-02-06,P7,9400,3,28200,7,Coffee Candy,Buana Indah,Buana,General Trade,26,Wanita,Single,1810000
TR97622,277,2022-02-06,P9,10000,7,70000,5,Yoghurt,Bonafid,Gita,General Trade,60,Pria,Married,9380000
TR16565,285,2022-02-07,P7,9400,3,28200,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,20,Wanita,Single,0
TR17222,32,2022-02-07,P6,18000,2,36000,7,Cashew,Buana Indah,Buana,General Trade,34,Wanita,Married,10960000
TR55079,202,2022-02-07,P9,10000,6,60000,2,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,28,Wanita,Married,4530000
TR5564,60,2022-02-07,P8,16000,1,16000,6,Oat,Lingga,Lingga,Modern Trade,56,Wanita,Married,10610000
TR60441,304,2022-02-07,P3,7500,4,30000,10,Crackers,Harapan Baru,Harapan Baru,General Trade,34,Wanita,Single,8550000
TR65477,413,2022-02-07,P8,16000,3,48000,5,Oat,Bonafid,Gita,General Trade,31,Wanita,Married,880000
TR7048,60,2022-02-07,P7,9400,4,37600,10,Coffee Candy,Harapan Baru,Harapan Baru,General Trade,56,Wanita,Married,10610000
TR71116,247,2022-02-07,P4,12000,5,60000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,33,Pria,Married,8110000
TR84670,380,2022-02-07,P2,3200,4,12800,2,Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,40,Wanita,Married,5770000
TR23384,69,2022-02-08,P2,3200,7,22400,5,Ginger Candy ,Bonafid,Gita,General Trade,26,Wanita,Single,2840000
TR25004,23,2022-02-08,P1,8800,6,52800,9,Choco Bar,Lingga,Lingga,Modern Trade,57,Pria,Married,12560000
TR31235,369,2022-02-08,P7,9400,6,56400,12,Coffee Candy,Prestasi Utama,Prestasi,General Trade,32,Wanita,Married,10620000
TR34015,161,2022-02-08,P6,18000,3,54000,12,Cashew,Prestasi Utama,Prestasi,General Trade,41,Wanita,Married,20020000
TR43653,108,2022-02-08,P2,3200,7,22400,4,Ginger Candy ,Gita Ginara,Gita,General Trade,25,Wanita,Single,6870000
TR44851,105,2022-02-08,P1,8800,9,79200,12,Choco Bar,Prestasi Utama,Prestasi,General Trade,61,Wanita,Married,7540000
TR4647,421,2022-02-08,P4,12000,2,24000,9,Potato Chip,Lingga,Lingga,Modern Trade,35,Wanita,Married,9010000
TR48277,420,2022-02-08,P2,3200,4,12800,13,Ginger Candy ,Buana,Buana,General Trade,48,Pria,Single,6010000
TR56420,341,2022-02-08,P5,4200,3,12600,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,43,Pria,Married,3240000
TR80968,251,2022-02-08,P1,8800,8,70400,11,Choco Bar,Sinar Harapan,Prestasi,General Trade,45,Pria,Married,3380000
TR96509,298,2022-02-08,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,38,Pria,Married,8990000
TR15206,367,2022-02-09,P2,3200,4,12800,5,Ginger Candy ,Bonafid,Gita,General Trade,43,Wanita,Married,10960000
TR24859,231,2022-02-09,P9,10000,5,50000,3,Yoghurt,Prima Kota,Prima,Modern Trade,51,Pria,Married,16590000
TR29752,159,2022-02-09,P4,12000,3,36000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,53,Pria,Married,13650000
TR4437,101,2022-02-09,P5,4200,3,12600,3,Thai Tea,Prima Kota,Prima,Modern Trade,61,Pria,Married,5420000
TR46491,44,2022-02-09,P7,9400,2,18800,6,Coffee Candy,Lingga,Lingga,Modern Trade,40,Wanita,Married,10650000
TR46598,412,2022-02-09,P6,18000,4,72000,3,Cashew,Prima Kota,Prima,Modern Trade,18,Pria,Single,0
TR52103,296,2022-02-09,P8,16000,2,32000,11,Oat,Sinar Harapan,Prestasi,General Trade,38,Pria,Single,3180000
TR54439,189,2022-02-09,P5,4200,3,12600,7,Thai Tea,Buana Indah,Buana,General Trade,59,Pria,Single,5150000
TR71178,98,2022-02-09,P10,15000,1,15000,2,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,56,Wanita,Married,14540000
TR71502,213,2022-02-09,P5,4200,5,21000,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,24,Pria,Single,5720000
TR73369,76,2022-02-09,P5,4200,2,8400,13,Thai Tea,Buana,Buana,General Trade,38,Pria,Married,7880000
TR7578,21,2022-02-09,P2,3200,3,9600,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,52,Wanita,Married,12720000
TR76267,120,2022-02-09,P1,8800,5,44000,6,Choco Bar,Lingga,Lingga,Modern Trade,30,Wanita,Married,2480000
TR81230,186,2022-02-09,P2,3200,7,22400,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,34,Pria,Married,4020000
TR83655,17,2022-02-09,P5,4200,5,21000,3,Thai Tea,Prima Kota,Prima,Modern Trade,35,Wanita,Married,3140000
TR87252,279,2022-02-09,P5,4200,2,8400,3,Thai Tea,Prima Kota,Prima,Modern Trade,62,Wanita,Married,5350000
TR87762,93,2022-02-09,P2,3200,3,9600,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,32,Wanita,Married,4850000
TR94959,201,2022-02-09,P5,4200,2,8400,1,Thai Tea,Prima Tendean,Prima,Modern Trade,57,Wanita,Married,6870000
TR16271,396,2022-02-10,P10,15000,2,30000,9,Cheese Stick,Lingga,Lingga,Modern Trade,36,Pria,Married,9180000
TR21798,83,2022-02-10,P9,10000,5,50000,11,Yoghurt,Sinar Harapan,Prestasi,General Trade,34,Pria,Married,10880000
TR32721,102,2022-02-10,P6,18000,3,54000,2,Cashew,Prima Kelapa Dua,Prima,Modern Trade,39,Wanita,Married,6440000
TR33187,300,2022-02-10,P4,12000,1,12000,4,Potato Chip,Gita Ginara,Gita,General Trade,25,Pria,Single,4220000
TR45401,31,2022-02-10,P7,9400,4,37600,12,Coffee Candy,Prestasi Utama,Prestasi,General Trade,38,Wanita,Married,9610000
TR49791,287,2022-02-10,P1,8800,8,70400,7,Choco Bar,Buana Indah,Buana,General Trade,36,Wanita,Single,370000
TR60921,108,2022-02-10,P8,16000,1,16000,5,Oat,Bonafid,Gita,General Trade,25,Wanita,Single,6870000
TR72115,97,2022-02-10,P10,15000,4,60000,4,Cheese Stick,Gita Ginara,Gita,General Trade,51,Pria,Married,20220000
TR80958,395,2022-02-10,P3,7500,5,37500,6,Crackers,Lingga,Lingga,Modern Trade,28,Wanita,Married,3390000
TR8134,5,2022-02-10,P5,4200,5,21000,14,Thai Tea,Priangan,Priangan,Modern Trade,58,Pria,Married,3570000
TR83719,184,2022-02-10,P8,16000,3,48000,4,Oat,Gita Ginara,Gita,General Trade,33,Wanita,Single,13930000
TR83736,273,2022-02-10,P9,10000,5,50000,1,Yoghurt,Prima Tendean,Prima,Modern Trade,27,Pria,Married,3320000
TR99028,407,2022-02-10,P8,16000,1,16000,12,Oat,Prestasi Utama,Prestasi,General Trade,53,Pria,Married,9270000
TR12602,338,2022-02-11,P2,3200,7,22400,2,Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,46,Pria,Married,5120000
TR26510,39,2022-02-11,P1,8800,7,61600,6,Choco Bar,Lingga,Lingga,Modern Trade,66,Pria,Married,6190000
TR27425,17,2022-02-11,P7,9400,5,47000,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,35,Wanita,Married,3140000
TR29921,228,2022-02-11,P6,18000,2,36000,7,Cashew,Buana Indah,Buana,General Trade,46,Wanita,Married,11310000
TR34337,167,2022-02-11,P9,10000,3,30000,5,Yoghurt,Bonafid,Gita,General Trade,28,Pria,Married,2910000
TR34779,379,2022-02-11,P1,8800,9,79200,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,48,Pria,Married,17740000
TR35259,66,2022-02-11,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,37,Pria,Married,3040000
TR43325,444,2022-02-11,P8,16000,1,16000,11,Oat,Sinar Harapan,Prestasi,General Trade,53,Wanita,Married,15310000
TR5219,143,2022-02-11,P8,16000,2,32000,11,Oat,Sinar Harapan,Prestasi,General Trade,25,Pria,Single,2870000
TR54004,336,2022-02-11,P3,7500,4,30000,4,Crackers,Gita Ginara,Gita,General Trade,51,Wanita,Single,10840000
TR58429,39,2022-02-11,P5,4200,5,21000,3,Thai Tea,Prima Kota,Prima,Modern Trade,66,Pria,Married,6190000
TR58559,164,2022-02-11,P8,16000,2,32000,5,Oat,Bonafid,Gita,General Trade,18,Pria,Single,0
TR68369,99,2022-02-11,P4,12000,3,36000,8,Potato Chip,Sinar Harapan,Harapan Baru,General Trade,40,Wanita,Married,8470000
TR78052,418,2022-02-11,P5,4200,5,21000,5,Thai Tea,Bonafid,Gita,General Trade,45,Wanita,Single,23840000
TR91786,86,2022-02-11,P5,4200,4,16800,13,Thai Tea,Buana,Buana,General Trade,60,Pria,Married,9540000
TR35051,429,2022-02-12,P6,18000,2,36000,11,Cashew,Sinar Harapan,Prestasi,General Trade,37,Pria,Married,8970000
TR37109,335,2022-02-12,P7,9400,4,37600,3,Coffee Candy,Prima Kota,Prima,Modern Trade,29,Pria,Single,4740000
TR54531,292,2022-02-12,P10,15000,2,30000,13,Cheese Stick,Buana,Buana,General Trade,31,Wanita,Single,9570000
TR56104,222,2022-02-12,P5,4200,4,16800,12,Thai Tea,Prestasi Utama,Prestasi,General Trade,45,Wanita,Married,15030000
TR60213,386,2022-02-12,P3,7500,3,22500,9,Crackers,Lingga,Lingga,Modern Trade,33,Wanita,Married,6950000
TR7436,341,2022-02-12,P8,16000,1,16000,3,Oat,Prima Kota,Prima,Modern Trade,43,Pria,Married,3240000
TR85229,270,2022-02-12,P9,10000,3,30000,3,Yoghurt,Prima Kota,Prima,Modern Trade,49,Pria,Married,8810000
TR88303,109,2022-02-12,P8,16000,1,16000,1,Oat,Prima Tendean,Prima,Modern Trade,35,Pria,Married,10040000
TR88968,171,2022-02-12,P5,4200,3,12600,14,Thai Tea,Priangan,Priangan,Modern Trade,40,Wanita,Married,10050000
TR90253,424,2022-02-12,P9,10000,6,60000,14,Yoghurt,Priangan,Priangan,Modern Trade,38,Wanita,Married,10060000
TR90705,369,2022-02-12,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,32,Wanita,Married,10620000
TR15329,362,2022-02-13,P8,16000,2,32000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,25,Wanita,Single,7470000
TR18434,244,2022-02-13,P9,10000,3,30000,3,Yoghurt,Prima Kota,Prima,Modern Trade,21,Pria,Single,3640000
TR3900,443,2022-02-13,P6,18000,2,36000,7,Cashew,Buana Indah,Buana,General Trade,33,Pria,Married,9280000
TR41200,146,2022-02-13,P2,3200,5,16000,4,Ginger Candy ,Gita Ginara,Gita,General Trade,27,Wanita,Married,3160000
TR41341,292,2022-02-13,P9,10000,3,30000,7,Yoghurt,Buana Indah,Buana,General Trade,31,Wanita,Single,9570000
TR65384,355,2022-02-13,P10,15000,3,45000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,19,Pria,Single,0
TR7290,353,2022-02-13,P7,9400,2,18800,9,Coffee Candy,Lingga,Lingga,Modern Trade,25,Wanita,Single,1320000
TR78942,165,2022-02-13,P1,8800,2,17600,14,Choco Bar,Priangan,Priangan,Modern Trade,44,Pria,Married,14580000
TR8095,67,2022-02-13,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,19,Wanita,Single,0
TR80959,115,2022-02-13,P8,16000,3,48000,10,Oat,Harapan Baru,Harapan Baru,General Trade,39,Wanita,Married,5070000
TR82012,274,2022-02-13,P5,4200,3,12600,5,Thai Tea,Bonafid,Gita,General Trade,48,Wanita,Married,11990000
TR83201,261,2022-02-13,P5,4200,5,21000,8,Thai Tea,Sinar Harapan,Harapan Baru,General Trade,46,Wanita,Single,5890000
TR98055,352,2022-02-13,P2,3200,4,12800,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,69,Wanita,Single,6150000
TR14949,22,2022-02-14,P4,12000,4,48000,5,Potato Chip,Bonafid,Gita,General Trade,34,Wanita,Single,9910000
TR16538,153,2022-02-14,P10,15000,3,45000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,36,Pria,Married,9540000
TR31406,237,2022-02-14,P3,7500,3,22500,13,Crackers,Buana,Buana,General Trade,35,Pria,Married,8140000
TR31647,152,2022-02-14,P6,18000,2,36000,4,Cashew,Gita Ginara,Gita,General Trade,59,Pria,Married,10680000
TR4200,196,2022-02-14,P8,16000,3,48000,3,Oat,Prima Kota,Prima,Modern Trade,34,Wanita,Married,3170000
TR45517,43,2022-02-14,P6,18000,4,72000,3,Cashew,Prima Kota,Prima,Modern Trade,53,Wanita,Married,16640000
TR46450,162,2022-02-14,P1,8800,5,44000,11,Choco Bar,Sinar Harapan,Prestasi,General Trade,49,Wanita,Married,11460000
TR5293,233,2022-02-14,P10,15000,4,60000,6,Cheese Stick,Lingga,Lingga,Modern Trade,43,Pria,Married,5690000
TR67146,310,2022-02-14,P3,7500,6,45000,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,23,Wanita,Married,4170000
TR67365,232,2022-02-14,P10,15000,2,30000,1,Cheese Stick,Prima Tendean,Prima,Modern Trade,62,Wanita,Married,7320000
TR8299,305,2022-02-14,P5,4200,5,21000,5,Thai Tea,Bonafid,Gita,General Trade,29,Pria,Married,4080000
TR84220,380,2022-02-14,P8,16000,3,48000,14,Oat,Priangan,Priangan,Modern Trade,40,Wanita,Married,5770000
TR88291,84,2022-02-14,P3,7500,5,37500,9,Crackers,Lingga,Lingga,Modern Trade,54,Wanita,Married,18120000
TR25493,131,2022-02-15,P3,7500,4,30000,13,Crackers,Buana,Buana,General Trade,25,Wanita,Single,7120000
TR33463,45,2022-02-15,P10,15000,5,75000,6,Cheese Stick,Lingga,Lingga,Modern Trade,53,Wanita,Married,9250000
TR38558,308,2022-02-15,P2,3200,6,19200,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,45,Wanita,Married,10720000
TR40808,73,2022-02-15,P7,9400,3,28200,14,Coffee Candy,Priangan,Priangan,Modern Trade,53,Wanita,Married,13710000
TR41300,57,2022-02-15,P9,10000,7,70000,3,Yoghurt,Prima Kota,Prima,Modern Trade,33,Pria,Married,650000
TR54172,365,2022-02-15,P10,15000,3,45000,7,Cheese Stick,Buana Indah,Buana,General Trade,28,Wanita,Single,6050000
TR58624,445,2022-02-15,P7,9400,6,56400,1,Coffee Candy,Prima Tendean,Prima,Modern Trade,51,Wanita,Married,14480000
TR6251,174,2022-02-15,P5,4200,4,16800,6,Thai Tea,Lingga,Lingga,Modern Trade,45,Pria,Married,17340000
TR66239,443,2022-02-15,P5,4200,5,21000,14,Thai Tea,Priangan,Priangan,Modern Trade,33,Pria,Married,9280000
TR75389,73,2022-02-15,P5,4200,4,16800,7,Thai Tea,Buana Indah,Buana,General Trade,53,Wanita,Married,13710000
TR82838,101,2022-02-15,P10,15000,4,60000,9,Cheese Stick,Lingga,Lingga,Modern Trade,61,Pria,Married,5420000
TR93127,311,2022-02-15,P6,18000,1,18000,6,Cashew,Lingga,Lingga,Modern Trade,61,Pria,Married,7640000
TR12915,376,2022-02-16,P9,10000,4,40000,14,Yoghurt,Priangan,Priangan,Modern Trade,44,Wanita,Married,14650000
TR1540,279,2022-02-16,P9,10000,6,60000,1,Yoghurt,Prima Tendean,Prima,Modern Trade,62,Wanita,Married,5350000
TR28806,109,2022-02-16,P1,8800,5,44000,13,Choco Bar,Buana,Buana,General Trade,35,Pria,Married,10040000
TR38231,384,2022-02-16,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,59,Pria,Married,4420000
TR40812,177,2022-02-16,P1,8800,3,26400,9,Choco Bar,Lingga,Lingga,Modern Trade,33,Pria,Married,8060000
TR55516,306,2022-02-16,P4,12000,2,24000,7,Potato Chip,Buana Indah,Buana,General Trade,49,Wanita,Married,16520000
TR68453,313,2022-02-16,P4,12000,1,12000,10,Potato Chip,Harapan Baru,Harapan Baru,General Trade,46,Wanita,Married,15390000
TR88691,239,2022-02-16,P7,9400,3,28200,4,Coffee Candy,Gita Ginara,Gita,General Trade,41,Pria,Married,6550000
TR89248,73,2022-02-16,P3,7500,6,45000,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,53,Wanita,Married,13710000
TR89422,269,2022-02-16,P5,4200,5,21000,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,39,Pria,Married,630000
TR90757,338,2022-02-16,P7,9400,4,37600,8,Coffee Candy,Sinar Harapan,Harapan Baru,General Trade,46,Pria,Married,5120000
TR91651,234,2022-02-16,P3,7500,2,15000,8,Crackers,Sinar Harapan,Harapan Baru,General Trade,61,Pria,Married,10860000
TR95208,36,2022-02-16,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,32,Pria,Married,1040000
TR12401,17,2022-02-17,P6,18000,1,18000,12,Cashew,Prestasi Utama,Prestasi,General Trade,35,Wanita,Married,3140000
TR3972,93,2022-02-17,P3,7500,2,15000,3,Crackers,Prima Kota,Prima,Modern Trade,32,Wanita,Married,4850000
TR45561,254,2022-02-17,P4,12000,1,12000,9,Potato Chip,Lingga,Lingga,Modern Trade,58,Wanita,Single,6050000
TR48808,289,2022-02-17,P2,3200,6,19200,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,29,Wanita,Married,2370000
TR49092,116,2022-02-17,P5,4200,3,12600,9,Thai Tea,Lingga,Lingga,Modern Trade,51,Pria,Married,15770000
TR49903,270,2022-02-17,P8,16000,2,32000,12,Oat,Prestasi Utama,Prestasi,General Trade,49,Pria,Married,8810000
TR50781,370,2022-02-17,P8,16000,2,32000,10,Oat,Harapan Baru,Harapan Baru,General Trade,26,Pria,Single,1280000
TR55120,162,2022-02-17,P5,4200,3,12600,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,49,Wanita,Married,11460000
TR59782,114,2022-02-17,P10,15000,1,15000,9,Cheese Stick,Lingga,Lingga,Modern Trade,22,Wanita,Single,3140000
TR65019,302,2022-02-17,P3,7500,6,45000,4,Crackers,Gita Ginara,Gita,General Trade,51,Wanita,Married,15430000
TR72122,140,2022-02-17,P1,8800,3,26400,3,Choco Bar,Prima Kota,Prima,Modern Trade,54,Wanita,Married,9570000
TR74224,91,2022-02-17,P3,7500,4,30000,8,Crackers,Sinar Harapan,Harapan Baru,General Trade,59,Wanita,Married,9850000
TR77859,435,2022-02-17,P9,10000,5,50000,9,Yoghurt,Lingga,Lingga,Modern Trade,29,Pria,Married,3610000
TR90393,333,2022-02-17,P3,7500,5,37500,11,Crackers,Sinar Harapan,Prestasi,General Trade,47,Wanita,Married,17990000
TR92478,42,2022-02-17,P8,16000,2,32000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,60,Wanita,Married,10280000
TR93081,359,2022-02-17,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,46,Wanita,Married,19990000
TR2544,101,2022-02-18,P3,7500,4,30000,4,Crackers,Gita Ginara,Gita,General Trade,61,Pria,Married,5420000
TR33755,188,2022-02-18,P9,10000,4,40000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,46,Pria,Married,25220000
TR54171,101,2022-02-18,P10,15000,2,30000,8,Cheese Stick,Sinar Harapan,Harapan Baru,General Trade,61,Pria,Married,5420000
TR60485,438,2022-02-18,P2,3200,4,12800,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,36,Pria,Single,5430000
TR63147,246,2022-02-18,P3,7500,1,7500,14,Crackers,Priangan,Priangan,Modern Trade,40,Pria,Single,21810000
TR73257,176,2022-02-18,P2,3200,6,19200,2,Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,54,Pria,Married,18320000
TR79756,63,2022-02-18,P5,4200,5,21000,13,Thai Tea,Buana,Buana,General Trade,58,Wanita,Married,10780000
TR82004,204,2022-02-18,P7,9400,2,18800,9,Coffee Candy,Lingga,Lingga,Modern Trade,53,Wanita,Married,9460000
TR88302,13,2022-02-18,P5,4200,5,21000,3,Thai Tea,Prima Kota,Prima,Modern Trade,23,Wanita,Single,2030000
